header,price,subtitle
"3-комнатная квартира, 85.8 м²",от 24453000,"Казыбек би р-н, Муканова 55/2"
"2-комнатная квартира, 60.2 м², 2/10 этаж",23500000,"Казыбек би р-н, Сарыарка"
"3-комнатная квартира, 92 м², 1/16 этаж",31000000,"Казыбек би р-н, мкр Юго-Восток, Шахтеров 60"
"3-комнатная квартира, 80 м², 9/10 этаж",32000000,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, Шахтеров 74"
"3-комнатная квартира, 87.2 м², 5/5 этаж",23544000,"Казыбек би р-н, Муканова 41/5 — проспект Республики"
"2-комнатная квартира, 67 м², 5/5 этаж",18000000,"Казыбек би р-н, мкр Юго-Восток, Камали Дюсембекова 35/2"
"3-комнатная квартира, 87.2 м², 5/5 этаж",23544000,"Казыбек би р-н, мкр Юго-Восток, Камали Дюсембекова 35/2"
"2-комнатная квартира, 67 м², 5/5 этаж",18425000,"Казыбек би р-н, Муканова 41/5"
"2-комнатная квартира, 48 м², 5/5 этаж",15800000,"Казыбек би р-н, Муканова 24"
"2-комнатная квартира, 45 м², 1/5 этаж",16500000,"Казыбек би р-н, мкр Новый Город, Ержанова"
"3-комнатная квартира, 63 м², 8/99 этаж",28500000,"Казыбек би р-н, мкр Юго-Восток 3 — Шахтёров"
"3-комнатная квартира, 75 м², 1/2 этаж",31000000,"Казыбек би р-н, мкр Городской Аэропорт, Жамбыла 161 — Гастелло"
"2-комнатная квартира, 54 м², 2/5 этаж",26000000,"Казыбек би р-н, Мкр Гульдер-1"
"2-комнатная квартира, 60 м², 3/10 этаж",18500000,"Казыбек би р-н, проспект Республики 1/2"
"1-комнатная квартира, 32.5 м², 3/5 этаж",15400000,"Казыбек би р-н, Гоголя"
"5-комнатная квартира, 118 м², 1/9 этаж",38500000,"Казыбек би р-н, Мкр Степной-3 6"
"3-комнатная квартира, 58.9 м², 4/5 этаж",27500000,"Казыбек би р-н, мкр Михайловка  62 — Крылова"
"2-комнатная квартира, 54.2 м², 4/7 этаж",17200000,"Алихана Бокейханова р-н, мкр Майкудук, Мкр Майкудук, мкр Голубые пруды 10"
"2-комнатная квартира, 42.3 м², 3/5 этаж",14800000,"Алихана Бокейханова р-н, Зелинского 32"
"3-комнатная квартира, 68 м², 5/5 этаж",22900000,"Казыбек би р-н, мкр Юго-Восток, Таттимбета 17"
"3-комнатная квартира, 62 м², 3/5 этаж",21500000,"Казыбек би р-н, Рыскулова 23"
"2-комнатная квартира, 44.7 м², 10/10 этаж",16500000,"Казыбек би р-н, мкр Юго-Восток 4 — Ашимова"
"2-комнатная квартира, 48 м², 4/5 этаж",12000000,"Алихана Бокейханова р-н, Локомативная 145"
"2-комнатная квартира, 57 м², 9/9 этаж",18000000,"Казыбек би р-н, мкр Юго-Восток, Гапеева 29"
"4-комнатная квартира, 182.6 м²",65000000,"Казыбек би р-н, Седова 3/2 — Жанибекова"
"3-комнатная квартира, 69 м², 4/9 этаж",23500000,"Казыбек би р-н, мкр Юго-Восток, Университетская 29 — Язева"
"3-комнатная квартира, 80 м², 3/19 этаж",35000000,"Казыбек би р-н, мкр Юго-Восток, Камали Дюсембекова 83/1"
"1-комнатная квартира, 47 м², 8/16 этаж",17500000,"Казыбек би р-н, мкр Юго-Восток, Бауыржана Момышулы 24"
"3-комнатная квартира, 106 м², 11/12 этаж",45000000,"Казыбек би р-н, мкр Юго-Восток, Степной 2 2/4"
"4-комнатная квартира, 86 м², 7/10 этаж",35000000,"Казыбек би р-н, мкр Новый Город 76"
"2-комнатная квартира, 52.3 м², 3/3 этаж",12000000,"Алихана Бокейханова р-н, Магнитогорская 29"
"3-комнатная квартира, 56.7 м², 3/5 этаж",17000000,"Казыбек би р-н, мкр Новый Город, Назарбаева 76"
"3-комнатная квартира, 59 м², 3/5 этаж",27000000,"Казыбек би р-н, мкр Новый Город, Ермекова 26"
"3-комнатная квартира, 65 м², 5/5 этаж",20500000,"Казыбек би р-н, мкр Новый Город, Космонавтов 149 — Гоголя"
"3-комнатная квартира, 66 м², 4/9 этаж",23500000,"Казыбек би р-н, Ермекова 52"
"4-комнатная квартира, 61.6 м², 2/5 этаж",25500000,"Казыбек би р-н, мкр Новый Город, Ержанова"
"4-комнатная квартира, 201.3 м², 4/4 этаж",150000000,"Казыбек би р-н, Кривогуза 94/3"
"3-комнатная квартира, 63 м², 4/5 этаж",13800000,"Алихана Бокейханова р-н, мкр Пришахтинск, 23й микрорайон 25"
"2-комнатная квартира, 45 м², 3/5 этаж",12300000,"Алихана Бокейханова р-н, мкр Пришахтинск, 23й микрорайон 25"
"3-комнатная квартира, 66.6 м², 3/5 этаж",25000000,"Алихана Бокейханова р-н, мкр Майкудук, Мкр Восток-3 17"
"2-комнатная квартира, 45 м², 5/5 этаж",17000000,"Казыбек би р-н, мкр Юго-Восток, Язева 1 — КарГУ"
"2-комнатная квартира, 43 м², 3/5 этаж",19700000,"Казыбек би р-н, мкр Юго-Восток"
"2-комнатная квартира, 70.5 м², 6/9 этаж",41000000,"Казыбек би р-н, Мкр-он Орбита 1"
"3-комнатная квартира, 58 м², 4/5 этаж",22500000,"Казыбек би р-н, Гоголя 37/1"
"3-комнатная квартира, 47.8 м², 5/5 этаж",18500000,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 28й микрорайон"
"2-комнатная квартира, 41 м², 2 этаж",12900000,"Казыбек би р-н, Жамбыла"
"1-комнатная квартира, 44 м², 1/6 этаж",12500000,"Алихана Бокейханова р-н, Мамыраева 7/2"
"5-комнатная квартира, 110.2 м², 12/20 этаж",31500000,"Казыбек би р-н, мкр Юго-Восток 44/2"
"2-комнатная квартира, 56.77 м², 1/3 этаж",26000000,"Казыбек би р-н, Жангозина — Сарсекова"
"4-комнатная квартира, 109.7 м², 5/5 этаж",29619000,"Казыбек би р-н, Муканова 41/5"
"3-комнатная квартира, 64.2 м², 4/9 этаж",26500000,"Казыбек би р-н, Сатыбалдина 29 — Шахтеров"
"2-комнатная квартира, 43 м², 10/10 этаж",16500000,"Казыбек би р-н, мкр Новый Город, Волочаевская"
"3-комнатная квартира, 81.33 м², 10/19 этаж",26000000,"Казыбек би р-н, мкр Юго-Восток 83/1"
"2-комнатная квартира, 44.8 м², 4/5 этаж",11400000,"Алихана Бокейханова р-н, мкр Майкудук, 16й микрорайон 28"
"3-комнатная квартира, 105.7 м², 5/10 этаж",37000000,"Казыбек би р-н, мкр Юго-Восток, Камали Дүйсембекова 53/8"
"3-комнатная квартира, 71.5 м², 1/9 этаж",24000000,"Казыбек би р-н, мкр Юго-Восток, Юго-В., Волочаевская"
"1-комнатная квартира, 38.2 м², 4/9 этаж",13500000,"Казыбек би р-н, мкр Юго-Восток, Гапеева 17/4"
"1-комнатная квартира, 31 м², 4/5 этаж",11700000,"Казыбек би р-н, Мустафина 8"
"3-комнатная квартира, 48 м², 5/5 этаж",18500000,"Казыбек би р-н, мкр Юго-Восток, 27й микрорайон 24"
"2-комнатная квартира, 43 м², 2/5 этаж",19500000,"Казыбек би р-н, мкр Юго-Восток, Язева 13"
"3-комнатная квартира, 93.4 м², 1/9 этаж",29000000,"Алихана Бокейханова р-н, Голубые пруды микрорайон"
"3-комнатная квартира, 62 м², 5/9 этаж",24000000,"Казыбек би р-н, Ермекова 52 — Гармошка"
"3-комнатная квартира, 85 м², 14/16 этаж",35000000,"Казыбек би р-н, мкр Юго-Восток, Пр-кт Шахтеров 52"
